img_path,age
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jesse_spencer\Febbraio_02290_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_alba\y\Aprile_01126_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_alba\y\Jessica-Alba-v-detstve-1_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_alba\y\rRUZmzA_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_alba\Aprile_01126_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_alba\Jessica-Alba-v-detstve-1_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_alba\rRUZmzA_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\y\22130925_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\y\celebs-then-now-young-old-40_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\y\jessica-biel1_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\y\jessica-biel_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\y\Marzo_03422_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\y\u45F3r7_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\y\znamenitosti-v-detstve-i-seychas-44-foto_15_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\22130925_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\celebs-then-now-young-old-40_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\jessica-biel_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\Marzo_03422_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\u45F3r7_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_biel\znamenitosti-v-detstve-i-seychas-44-foto_15_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_chastain\y\Interstellar_00588_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_chastain\Interstellar_00588_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_jaymes\y\Pornostars_00916_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_jaymes\Pornostars_00916_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_simpson\y\jessica-simpson1_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_simpson\y\jessica-simpson_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessica_simpson\jessica-simpson_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessie_j\y\7.-Jessie-J_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jessie_j\7.-Jessie-J_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jesy_nelson\y\24.-Jesy-Nelson_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jesy_nelson\24.-Jesy-Nelson_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jet_li\y\Aprile_03908_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jet_li\y\The_Expendables_01199_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jet_li\Aprile_03908_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jet_li\The_Expendables_01199_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jimmy_smits\y\Dexter_01457_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jimmy_smits\y\Star_Wars_01549_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jimmy_smits\Dexter_01457_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jimmy_smits\Star_Wars_01549_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jimmy_workman\y\jimmy-workman-ieri_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jimmy_workman\jimmy-workman-oggi_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_beaver\y\Supernatural_00922_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_beaver\Supernatural_00922_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_carrey\y\1364969648_021_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_carrey\y\Gennaio_02207_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_carrey\1364969648_021_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_carrey\Gennaio_02207_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_parsons\y\09555997_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_parsons\y\14296906_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_parsons\y\20928337_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_parsons\y\Marzo_02665_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_parsons\09555997_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_parsons\14296906_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_parsons\20928337_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jim_parsons\Marzo_02665_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joan_smalls\y\joan-smalls-da-ragazzina1_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joan_smalls\y\joan-smalls-da-ragazzina_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joan_smalls\y\Supermodel-as-Kids-10_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joan_smalls\JOAN-SMALLS-6820-1418361013_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joan_smalls\JOAN-SMALLS-6820-1418361013_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joan_smalls\joan-smalls-da-ragazzina1_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joan_smalls\joan-smalls-da-ragazzina_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joan_smalls\Supermodel-as-Kids-10_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joaquin_phoenix\y\celebs-then-now-young-old-24_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joaquin_phoenix\celebs-then-now-young-old-24_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_foster\y\0vaD9id_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_foster\y\1191323166_09332_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_foster\y\before-after-5_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_foster\y\Novembre_00940_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_foster\0vaD9id_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_foster\1191323166_09332_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_foster\before-after-5_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_foster\Novembre_00940_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_sweetin\y\jodie-sweetin1_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_sweetin\y\Jodie-Sweetin_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_sweetin\jodie-sweetin1_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jodie_sweetin\Jodie-Sweetin_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joe_dassin\y\8431387_6_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joe_dassin\8431387_6_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_cash\y\Febbraio_03170_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_cash\Febbraio_03170_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_depp\y\11_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_depp\y\80s_sex_symbols_then_and_now_03_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_depp\y\Giugno_02175_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_depp\y\johnny-depp_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_depp\y\page_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_depp\11_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_depp\80s_sex_symbols_then_and_now_03_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_depp\Giugno_02175_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_depp\page_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_galecki\y\51649027_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_galecki\51649027_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_knoxville\y\Marzo_05306_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_knoxville\Marzo_05306_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_rotten\y\photos-celebrites-then-and-now7_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\johnny_rotten\photos-celebrites-then-and-now7_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_bon_jovi\y\247667_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_bon_jovi\y\photos-celebrites-then-and-now21_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_bon_jovi\247667_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_bon_jovi\photos-celebrites-then-and-now21_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_connor\y\john-connor-ieri_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_connor\john-connor-oggi_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_kennedy\y\Politicians_01535_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_kennedy\Politicians_01535_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_lennon\y\Ottobre_02070_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_lennon\Ottobre_02070_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_lithgow\y\Dexter_01334_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_lithgow\y\Interstellar_00712_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_lithgow\y\Ottobre_02342_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_lithgow\Dexter_01334_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_lithgow\Interstellar_00712_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_lithgow\Ottobre_02342_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_stamos\y\celebrities-who-dont-seem-to-age-photos-14_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_stamos\celebrities-who-dont-seem-to-age-photos-14_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_travolta\y\1006_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_travolta\y\Febbraio_01636_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_travolta\y\then-and-now-the-cast-of-grease-photos-8_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_travolta\1006_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_travolta\Febbraio_01636_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\john_travolta\then-and-now-the-cast-of-grease-photos-8_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonah_hill\y\Dicembre_01399_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonah_hill\Dicembre_01399_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan-lipnicki\y\jonathan-lipnicki-ieri_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan-lipnicki\y\Jonathan-Lipnicki1_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan-lipnicki\y\jonathan-lipnicki_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan-lipnicki\y\makolejj-kalkin-skarlett-jjokhansson-i-dr-zvezdy-v_218019_sml600_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan-lipnicki\jonathan-lipnicki-oggi_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan-lipnicki\Jonathan-Lipnicki1_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan-lipnicki\jonathan-lipnicki_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan-lipnicki\makolejj-kalkin-skarlett-jjokhansson-i-dr-zvezdy-v_218019_sml600_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan_banks\y\Breaking_Bad_00792_3.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan_banks\y\Jonathan-Banks-Menstruation2_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan_banks\y\jonathan_banks2_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jonathan_banks\Breaking_Bad_00792_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jon_bernthal\y\The_Walking_Dead_00714_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jon_bernthal\The_Walking_Dead_00714_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jordana_brewster\y\Aprile_03651_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jordana_brewster\y\Fast_and_Furious_00761_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jordana_brewster\Aprile_03651_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jordana_brewster\Fast_and_Furious_00761_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joseph_gilgun\y\Marzo_02792_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joseph_gilgun\Marzo_02792_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joseph_gordon_levitt\y\09c50e0e1295ab22999971ec49e355e0_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joseph_gordon_levitt\y\Febbraio_04298_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joseph_gordon_levitt\09c50e0e1295ab22999971ec49e355e0_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joseph_gordon_levitt\Febbraio_04298_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joseph_stalin\y\Politicians_00916_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\joseph_stalin\Politicians_00916_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jose_mourinho\y\jose-mourinho_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jose_mourinho\jose-mourinho_epa_2587091k_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_duhamel\y\Novembre_02968_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_duhamel\Novembre_02968_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_hartnett\y\Luglio_04824_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_hartnett\Luglio_04824_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_holloway\y\Lost_00700_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_holloway\y\Luglio_03451_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_holloway\20142207173506_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_holloway\20142207173506_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_holloway\Lost_00700_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_holloway\Luglio_03451_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_hutcherson\y\Hunger_Games_00471_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_hutcherson\Hunger_Games_00471_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_radnor\y\How_I_met_your_mother_00388_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\josh_radnor\How_I_met_your_mother_00388_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jourdan_dunn\y\a9-1376448758_600x0_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jourdan_dunn\a9-1376448758_600x0_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jourdan_dunn\JOURDAN-DUNN-8651-1418361013_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jourdan_dunn\JOURDAN-DUNN-8651-1418361013_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jude_law\y\180206_190170154340308_2092195_n_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jude_law\y\img_17704081_67_3_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jude_law\180206_190170154340308_2092195_n_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\jude_law\img_17704081_67_3_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\judi_dench\y\Dicembre_04135_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\judi_dench\Dicembre_04135_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\juelz_ventura\y\Pornostars_02047_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\juelz_ventura\Pornostars_02047_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julianne_moore\y\Dicembre_01519_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julianne_moore\y\Hunger_Games_01101_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julianne_moore\Dicembre_01519_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julianne_moore\Hunger_Games_01101_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\y\0428a0fef40e1e19fa3abd3890317c5c_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\y\20091027julia_robertsCHILD_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\y\20091027julia_robertsCHILD_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\y\celebs-then-now-young-old-54_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\y\Friends_02005_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\y\Ottobre_04346_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\0428a0fef40e1e19fa3abd3890317c5c_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\celebs-then-now-young-old-54_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\Friends_02005_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\julia-roberts_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_roberts\Ottobre_04346_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_savicheva\y\Febbraio_03544_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_savicheva\Febbraio_03544_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_stegner\y\1349109576_modelskids04_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_stegner\1349109576_modelskids04_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_stiles\y\celebrities-who-dont-seem-to-age-photos-6_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_stiles\y\Dexter_01077_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_stiles\y\Marzo_03539_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_stiles\celebrities-who-dont-seem-to-age-photos-6_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_stiles\Dexter_01077_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julia_stiles\Marzo_03539_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julie_benz\y\Dexter_00824_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julie_benz\y\Maggio_02966_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julie_benz\Dexter_00824_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\julie_benz\Maggio_02966_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_bieber\y\bieber2_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_bieber\y\Justin_Bieber_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_bieber\y\Justin_Bieber_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_bieber\y\Marzo_01278_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_bieber\bieber2_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_bieber\Marzo_01278_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\y\168578_190170177673639_3441934_n_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\y\8430615_6_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\y\celebs-then-now-young-old-32_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\y\Gennaio_03218_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\y\images_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\168578_190170177673639_3441934_n_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\8430615_6_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\celebs-then-now-young-old-32_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\Gennaio_03218_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\justin_timberlake\images_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\j_j_abrams\y\Giugno_03688_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\j_j_abrams\Giugno_03688_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaati_nescher\y\17-models-kids-kati_nescher_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaati_nescher\y\kati-nescher-ieri-e-oggi_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaati_nescher\17-models-kids-kati_nescher_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaati_nescher\Kati-Nescher-CelebHealthy_com_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaati_nescher\kati-nescher-ieri-e-oggi_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kabir_bedi\y\kabir-bedi_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kabir_bedi\kabir-bedi_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaka\y\kaka_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaka\kaka23_1_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaley_cuoco_sweeting\y\44001993_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaley_cuoco_sweeting\y\Novembre_02338_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaley_cuoco_sweeting\44001993_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kaley_cuoco_sweeting\Novembre_02338_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kanye_west\y\Giugno_01409_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kanye_west\y\kanye-west_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kanye_west\y\Rappers_00557_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kanye_west\Giugno_01409_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kanye_west\kanye-west_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kanye_west\Rappers_00557_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karen_mulder\y\13835633_121n_1.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karen_mulder\13835633_121n_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karina_mishulina\y\Novembre_04348_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karina_mishulina\Novembre_04348_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karlie_kloss\y\a5-1376448757_600x0_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karlie_kloss\y\karlie-kloss_2.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karlie_kloss\a5-1376448757_600x0_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karlie_kloss\KARLIE-KLOSS-2030-1418361011_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karlie_kloss\KARLIE-KLOSS-2030-1418361011_2.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\karlie_kloss\karlie-kloss_1.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kasia_struss\y\549bc380b4c24_-_elle-14-kasia-struss-h_1_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kasia_struss\y\549bc380b4c24_-_elle-14-kasia-struss-h_3_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kasia_struss\y\549bc380b4c24_-_elle-14-kasia-struss-h_4_add.png,y
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kasia_struss\549bc380b4c24_-_elle-14-kasia-struss-h_2_add.png,a
C:\Users\zanzi\Desktop\Python\LAG_dataset\data\kasia_struss\kasia_struss_post-34627-1289121074_1_add.png,a
